ServerName|Location|Type|Cores|Memory|Owner|OS|BuildDate|Health|LastReboot|LastInventory
SRVU0000035142|London|VMware Virtual|2|16|Equities|RHEL 6|2011-04-21|Good|2012-07-13|2013-10-20
SRVW0000035176|New York|HP Proliant DL380 G8|8|32|Equities|Windows 2008 R2|2011-01-25|Good|2012-05-31|2013-10-20
SRVW0000035234|New York|HP Proliant DL380 G7|16|64|Equities|Windows 2008 R2|2011-10-16|Good|2012-10-10|2013-10-20
SRVW0000035332|New York|VMware Virtual|2|16|Retail|Windows 2008 R2|2013-02-04|Good|2013-06-06|2013-10-20
SRVW0000035369|London|VMware Virtual|2|16|FX|Windows 2003 R2|2013-03-16|Good|2013-06-26|2013-10-20
SRVW0000035386|New York|HP Proliant DL380 G7|16|64|Corporate|Windows 2008 R2|2012-07-30|Good|2013-03-03|2013-10-20
SRVU0000035451|New York|HP Proliant DL380 G7|16|64|Retail|RHEL 5|2011-06-18|Good|2012-08-11|2013-10-20
SRVW0000035504|London|HP Proliant DL380 G5|8|32|Commodities|Windows 2003 R2|2012-06-21|Good|2013-02-12|2013-10-20
SRVW0000035600|London|HP Proliant DL380 G7|16|72|Equities|Windows 2008 R2|2011-07-01|Good|2012-08-18|2013-10-20
SRVW0000035686|London|HP Proliant DL380 G5|8|32|Commodities|Windows 2008 R2|2011-07-23|Good|2012-08-29|2013-10-20
SRVW0000035760|London|VMware Virtual|2|16|Corporate|Windows 2003 R2|2012-12-30|Good|2013-05-19|2013-10-20
SRVW0000035830|London|HP Proliant DL380 G8|8|32|FX|Windows 2003 R2|2011-10-08|Good|2012-10-06|2013-10-20
SRVU0000035889|Tokyo|VMware Virtual|2|16|Retail|RHEL 6|2011-02-28|Good|2012-06-17|2013-10-20
SRVW0000035975|London|HP Proliant DL380 G8|8|32|Corporate|Windows 2003 R2|2011-06-24|Good|2012-08-14|2013-10-20
SRVW0000036015|New York|HP Proliant DL380 G6|8|48|FX|Windows 2003 R2|2011-12-12|Good|2012-11-08|2013-10-20
SRVW0000036056|London|VMware Virtual|2|16|Wealth|Windows 2003 R2|2011-03-02|Good|2012-06-18|2013-10-20
SRVW0000036128|Tokyo|VMware Virtual|2|16|Commodities|Windows 2003 R2|2013-03-04|Good|2013-06-20|2013-10-20
SRVW0000036155|London|VMware Virtual|2|16|Corporate|Windows 2003 R2|2013-03-28|Good|2013-07-02|2013-10-20
SRVU0000036209|Singapore|VMware Virtual|2|16|Retail|RHEL 6|2011-10-07|Good|2012-10-06|2013-10-20
SRVW0000036240|London|HP Proliant DL380 G8|8|32|Equities|Windows 2008 R2|2011-08-09|Good|2012-09-06|2013-10-20
SRVW0000036308|London|VMware Virtual|2|16|Wealth|Windows 2003 R2|2011-11-09|Good|2012-10-22|2013-10-20
SRVW0000036354|London|HP Proliant DL380 G7|16|144|FX|Windows 2003 R2|2012-03-09|Good|2012-12-22|2013-10-20
SRVU0000036425|London|HP Proliant DL380 G8|8|32|Retail|RHEL 6|2012-04-27|Good|2013-01-15|2013-10-20
SRVW0000036436|London|HP Proliant DL380 G5|4|8|Equities|Windows 2008 R2|2012-08-21|Good|2013-03-14|2013-10-20
SRVW0000036500|New York|HP Proliant DL380 G5|4|16|FX|Windows 2003 R2|2013-05-20|Good|2013-07-28|2013-10-20
SRVW0000036565|New York|HP Proliant DL380 G5|8|64|Retail|Windows 2008 R2|2012-11-01|Good|2013-04-19|2013-10-20
SRVU0000036627|London|HP Proliant DL380 G7|16|144|Wealth|RHEL 5|2013-07-28|Good|2013-09-01|2013-10-20
SRVW0000036711|London|VMware Virtual|2|16|Wealth|Windows 2003 R2|2012-10-06|Good|2013-04-06|2013-10-20
SRVW0000036716|New York|VMware Virtual|2|16|Wealth|Windows 2008 R2|2011-08-04|Good|2012-09-04|2013-10-20
SRVW0000036748|London|HP Proliant DL380 G5|8|16|Wealth|Windows 2003 R2|2011-05-02|Good|2012-07-19|2013-10-20
SRVW0000036778|Tokyo|VMware Virtual|2|16|FX|Windows 2003 R2|2011-05-17|Good|2012-07-26|2013-10-20
SRVW0000036844|London|HP Proliant DL380 G5|4|8|Equities|Windows 2008 R2|2011-12-01|Good|2012-11-02|2013-10-20
SRVU0000036872|London|VMware Virtual|2|16|FX|RHEL 4|2012-04-12|Good|2013-01-08|2013-10-20
SRVW0000036904|New York|VMware Virtual|2|16|FX|Windows 2003 R2|2012-12-01|Good|2013-05-04|2013-10-20
SRVW0000036928|New York|HP Proliant DL380 G4|2|2|Retail|Windows 2008 R2|2013-04-14|Good|2013-07-10|2013-10-20
SRVU0000036938|London|HP Proliant DL380 G7|16|144|Equities|RHEL 6|2013-07-21|Good|2013-08-28|2013-10-20
SRVW0000036965|New York|VMware Virtual|2|16|Commodities|Windows 2003 R2|2011-03-18|Good|2012-06-26|2013-10-20
SRVW0000037007|London|VMware Virtual|2|16|Retail|Windows 2008 R2|2012-12-24|Good|2013-05-16|2013-10-20
SRVU0000037102|London|VMware Virtual|2|16|Equities|RHEL 6|2012-02-18|Good|2012-12-12|2013-10-20
SRVW0000037157|London|VMware Virtual|2|16|Corporate|Windows 2003 R2|2012-10-22|Good|2013-04-14|2013-10-20
SRVU0000037227|London|HP Proliant DL380 G7|16|144|FX|RHEL 5|2013-05-23|Good|2013-07-30|2013-10-20
SRVU0000037242|London|VMware Virtual|2|16|Retail|RHEL 6|2011-03-29|Good|2012-07-02|2013-10-20
SRVW0000037262|London|VMware Virtual|2|16|Corporate|Windows 2003 R2|2012-06-13|Good|2013-02-08|2013-10-20
SRVU0000037289|Singapore|HP Proliant DL380 G7|16|64|Retail|RHEL 6|2011-01-14|Good|2012-05-26|2013-10-20
SRVU0000037331|London|HP Proliant DL380 G7|16|64|Equities|RHEL 6|2012-06-23|Good|2013-02-13|2013-10-20
SRVW0000037351|New York|VMware Virtual|2|16|FX|Windows 2003 R2|2013-03-31|Good|2013-07-03|2013-10-20
SRVU0000037362|New York|HP Proliant DL380 G7|16|64|Equities|RHEL 6|2012-11-14|Good|2013-04-26|2013-10-20
SRVU0000037405|New York|HP Proliant DL380 G8|8|32|Equities|RHEL 6|2012-04-16|Good|2013-01-10|2013-10-20
SRVW0000037497|London|HP Proliant DL380 G8|8|32|Retail|Windows 2008 R2|2011-10-17|Good|2012-10-11|2013-10-20
SRVW0000037510|London|HP Proliant DL380 G7|16|72|Equities|Windows 2008 R2|2013-01-16|Good|2013-05-27|2013-10-20
SRVW0000037569|Singapore|VMware Virtual|2|16|Corporate|Windows 2008 R2|2011-01-07|Good|2012-05-22|2013-10-20
SRVU0000037581|London|HP Proliant DL380 G7|16|144|Retail|RHEL 6|2013-05-20|Good|2013-07-28|2013-10-20
SRVW0000037621|London|VMware Virtual|2|16|Equities|Windows 2008 R2|2012-03-08|Good|2012-12-21|2013-10-20
SRVW0000037710|New York|VMware Virtual|2|16|Corporate|Windows 2003 R2|2013-08-26|Good|2013-09-15|2013-10-20
SRVW0000037745|New York|VMware Virtual|2|16|FX|Windows 2003 R2|2012-12-28|Good|2013-05-18|2013-10-20
SRVW0000037788|London|HP Proliant DL380 G5|4|8|FX|Windows 2003 R2|2013-01-06|Good|2013-05-22|2013-10-20
SRVU0000037832|New York|HP Proliant DL380 G7|16|144|Equities|RHEL 6|2013-08-08|Good|2013-09-06|2013-10-20
SRVW0000037855|London|VMware Virtual|2|16|Commodities|Windows 2003 R2|2012-01-14|Good|2012-11-24|2013-10-20
SRVU0000037931|London|HP Proliant DL380 G8|8|32|FX|RHEL 5|2012-11-15|Good|2013-04-26|2013-10-20
SRVW0000037991|London|VMware Virtual|2|16|Wealth|Windows 2003 R2|2013-04-26|Good|2013-07-16|2013-10-20
SRVW0000038038|London|VMware Virtual|2|16|Corporate|Windows 2003 R2|2012-08-21|Good|2013-03-14|2013-10-20
SRVU0000038078|London|VMware Virtual|2|16|Retail|RHEL 6|2011-03-14|Good|2012-06-24|2013-10-20
SRVU0000038119|London|HP Proliant DL380 G7|16|64|Retail|RHEL 6|2013-04-04|Good|2013-07-05|2013-10-20
SRVW0000038173|London|VMware Virtual|2|16|Equities|Windows 2008 R2|2011-11-15|Good|2012-10-25|2013-10-20
SRVU0000038200|London|VMware Virtual|2|16|Retail|RHEL 6|2011-12-21|Good|2012-11-12|2013-10-20
SRVW0000038211|London|HP Proliant DL380 G5|8|32|Equities|Windows 2003 R2|2010-12-18|Good|2012-05-12|2013-10-20
SRVU0000038250|London|VMware Virtual|2|16|Retail|RHEL 6|2011-08-03|Good|2012-09-03|2013-10-20
SRVU0000038330|London|HP Proliant DL380 G5|4|16|Equities|RHEL 6|2013-08-21|Good|2013-09-13|2013-10-20
SRVW0000038372|Singapore|HP Proliant DL380 G7|16|72|FX|Windows 2003 R2|2011-01-29|Good|2012-06-02|2013-10-20
SRVW0000038402|New York|HP Proliant DL380 G8|8|32|Equities|Windows 2003 R2|2012-11-29|Good|2013-05-03|2013-10-20
SRVW0000038451|New York|HP Proliant DL380 G8|8|32|Wealth|Windows 2008 R2|2011-11-11|Good|2012-10-23|2013-10-20
SRVU0000038492|London|VMware Virtual|2|16|Equities|RHEL 6|2013-01-13|Good|2013-05-26|2013-10-20
SRVW0000038501|New York|VMware Virtual|2|16|Retail|Windows 2008 R2|2013-07-29|Good|2013-09-01|2013-10-20
SRVW0000038536|London|VMware Virtual|2|16|Corporate|Windows 2008 R2|2012-03-06|Good|2012-12-20|2013-10-20
SRVU0000038618|London|HP Proliant DL380 G6|8|72|FX|RHEL 6|2012-05-30|Good|2013-02-01|2013-10-20
SRVU0000038700|London|VMware Virtual|2|16|Equities|RHEL 6|2012-07-11|Good|2013-02-22|2013-10-20
SRVW0000038724|London|VMware Virtual|2|16|Wealth|Windows 2008 R2|2012-10-15|Good|2013-04-11|2013-10-20
SRVU0000038804|London|VMware Virtual|2|16|Equities|RHEL 6|2011-11-05|Good|2012-10-20|2013-10-20
SRVW0000038836|New York|HP Proliant DL380 G8|8|32|Commodities|Windows 2008 R2|2012-08-08|Good|2013-03-08|2013-10-20
SRVW0000038913|London|VMware Virtual|2|16|Corporate|Windows 2003 R2|2012-07-26|Good|2013-03-01|2013-10-20
SRVU0000038982|Singapore|VMware Virtual|2|16|Retail|RHEL 6|2011-04-14|Good|2012-07-10|2013-10-20
SRVW0000039070|London|VMware Virtual|2|16|FX|Windows 2008 R2|2011-02-25|Good|2012-06-16|2013-10-20
SRVW0000039128|London|VMware Virtual|2|16|Commodities|Windows 2003 R2|2011-02-18|Good|2012-06-12|2013-10-20
SRVW0000039138|London|HP Proliant DL380 G8|8|32|Commodities|Windows 2008 R2|2011-08-17|Good|2012-09-10|2013-10-20
SRVW0000039176|London|HP Proliant DL380 G8|8|32|Commodities|Windows 2003 R2|2011-09-09|Good|2012-09-22|2013-10-20
SRVW0000039197|London|VMware Virtual|2|16|FX|Windows 2008 R2|2012-12-23|Good|2013-05-15|2013-10-20
SRVU0000039270|Singapore|HP Proliant DL380 G7|16|144|Retail|RHEL 6|2012-02-07|Good|2012-12-06|2013-10-20
SRVU0000039322|London|HP Proliant DL380 G6|8|24|Equities|RHEL 6|2013-03-27|Good|2013-07-01|2013-10-20
SRVU0000039402|New York|VMware Virtual|2|16|Equities|RHEL 5|2011-08-03|Good|2012-09-03|2013-10-20
SRVW0000039443|New York|HP Proliant DL380 G8|8|32|Wealth|Windows 2003 R2|2013-01-17|Good|2013-05-28|2013-10-20
SRVU0000039454|London|HP Proliant DL380 G5|8|32|Equities|RHEL 6|2013-06-11|Good|2013-08-08|2013-10-20
SRVW0000039501|London|HP Proliant DL380 G7|16|144|Commodities|Windows 2003 R2|2013-05-13|Good|2013-07-25|2013-10-20
SRVW0000039506|London|HP Proliant DL380 G7|16|64|Equities|Windows 2008 R2|2011-02-27|Good|2012-06-17|2013-10-20
SRVW0000039573|London|HP Proliant DL380 G7|16|64|Corporate|Windows 2003 R2|2013-07-08|Good|2013-08-22|2013-10-20
SRVW0000039670|New York|HP Proliant DL380 G7|16|64|Equities|Windows 2008 R2|2013-07-05|Good|2013-08-20|2013-10-20
SRVW0000039744|Singapore|HP Proliant DL380 G5|8|16|Wealth|Windows 2003 R2|2012-06-05|Good|2013-02-04|2013-10-20
SRVW0000039827|Tokyo|VMware Virtual|2|16|FX|Windows 2003 R2|2011-09-15|Good|2012-09-25|2013-10-20
SRVW0000039922|London|VMware Virtual|2|16|FX|Windows 2003 R2|2013-01-03|Good|2013-05-21|2013-10-20
SRVW0000040019|New York|HP Proliant DL380 G8|8|32|Wealth|Windows 2008 R2|2012-11-27|Good|2013-05-02|2013-10-20
SRVW0000040040|New York|VMware Virtual|2|16|Equities|Windows 2008 R2|2012-06-25|Good|2013-02-14|2013-10-20
SRVW0000040127|Tokyo|VMware Virtual|2|16|FX|Windows 2003 R2|2010-12-16|Good|2012-05-11|2013-10-20
SRVW0000040145|London|VMware Virtual|2|16|Retail|Windows 2008 R2|2013-04-22|Good|2013-07-14|2013-10-20
SRVW0000040158|London|VMware Virtual|2|16|Retail|Windows 2008 R2|2011-07-28|Good|2012-08-31|2013-10-20
SRVW0000040245|London|HP Proliant DL380 G5|8|16|Equities|Windows 2008 R2|2012-09-23|Good|2013-03-31|2013-10-20
SRVU0000040285|London|VMware Virtual|2|16|Equities|RHEL 6|2011-10-02|Good|2012-10-03|2013-10-20
SRVW0000040328|New York|VMware Virtual|2|16|Corporate|Windows 2008 R2|2012-04-09|Good|2013-01-06|2013-10-20
SRVW0000040367|New York|VMware Virtual|2|16|Commodities|Windows 2008 R2|2013-05-02|Good|2013-07-19|2013-10-20
SRVU0000040389|London|VMware Virtual|2|16|Retail|RHEL 6|2012-08-09|Good|2013-03-08|2013-10-20
SRVW0000040437|London|HP Proliant DL380 G7|16|64|Wealth|Windows 2008 R2|2012-11-19|Good|2013-04-28|2013-10-20
SRVU0000040534|London|HP Proliant DL380 G6|8|24|Retail|RHEL 6|2011-06-27|Good|2012-08-16|2013-10-20
SRVW0000040560|London|VMware Virtual|2|16|Commodities|Windows 2008 R2|2012-09-13|Good|2013-03-26|2013-10-20
SRVW0000040605|London|HP Proliant DL380 G7|16|144|Equities|Windows 2008 R2|2013-01-10|Good|2013-05-24|2013-10-20
SRVW0000040614|London|HP Proliant DL380 G4|2|2|FX|Windows 2003 R2|2010-12-12|Good|2012-05-09|2013-10-20
SRVU0000040710|London|VMware Virtual|2|16|Equities|RHEL 6|2013-05-11|Good|2013-07-24|2013-10-20
SRVU0000040765|New York|HP Proliant DL380 G7|16|144|FX|RHEL 5|2012-06-21|Good|2013-02-12|2013-10-20
SRVW0000040777|New York|HP Proliant DL380 G5|8|16|Corporate|Windows 2003 R2|2013-07-28|Good|2013-09-01|2013-10-20
SRVW0000040803|London|HP Proliant DL380 G7|16|144|Retail|Windows 2008 R2|2012-07-23|Good|2013-02-28|2013-10-20
SRVW0000040869|London|VMware Virtual|2|16|Wealth|Windows 2003 R2|2011-04-21|Good|2012-07-13|2013-10-20
SRVW0000040945|London|VMware Virtual|2|16|Equities|Windows 2008 R2|2011-02-23|Good|2012-06-15|2013-10-20
SRVW0000041010|Singapore|VMware Virtual|2|16|Retail|Windows 2008 R2|2011-02-27|Good|2012-06-17|2013-10-20
SRVU0000041022|London|VMware Virtual|2|16|FX|RHEL 6|2012-07-20|Good|2013-02-26|2013-10-20
SRVW0000041055|London|HP Proliant DL380 G8|8|32|FX|Windows 2003 R2|2012-06-17|Good|2013-02-10|2013-10-20
SRVW0000041072|Tokyo|HP Proliant DL380 G6|8|24|FX|Windows 2003 R2|2012-10-21|Good|2013-04-14|2013-10-20
SRVU0000041129|Tokyo|HP Proliant DL380 G7|16|64|Retail|RHEL 6|2012-03-19|Good|2012-12-27|2013-10-20
SRVU0000041199|London|VMware Virtual|2|16|Retail|RHEL 6|2013-02-13|Good|2013-06-10|2013-10-20
SRVU0000041240|London|VMware Virtual|2|16|Retail|RHEL 6|2012-12-13|Good|2013-05-10|2013-10-20
SRVU0000041326|London|HP Proliant DL380 G5|4|16|Retail|RHEL 6|2013-08-15|Good|2013-09-10|2013-10-20
SRVW0000041364|London|VMware Virtual|2|16|Retail|Windows 2008 R2|2011-08-10|Good|2012-09-07|2013-10-20
SRVW0000041407|London|VMware Virtual|2|16|FX|Windows 2003 R2|2011-09-18|Good|2012-09-26|2013-10-20
SRVW0000041420|New York|HP Proliant DL380 G7|16|64|Retail|Windows 2008 R2|2011-03-15|Good|2012-06-25|2013-10-20
SRVW0000041497|London|HP Proliant DL380 G5|8|64|Commodities|Windows 2008 R2|2012-06-13|Good|2013-02-08|2013-10-20
SRVW0000041585|London|HP Proliant DL380 G6|8|48|Retail|Windows 2008 R2|2011-05-02|Good|2012-07-19|2013-10-20
SRVW0000041634|London|VMware Virtual|2|16|Equities|Windows 2008 R2|2012-07-03|Good|2013-02-18|2013-10-20
SRVW0000041635|London|HP Proliant DL380 G5|4|8|Equities|Windows 2008 R2|2012-04-21|Good|2013-01-12|2013-10-20
SRVU0000041679|New York|VMware Virtual|2|16|Retail|RHEL 6|2011-12-03|Good|2012-11-03|2013-10-20
SRVW0000041740|London|HP Proliant DL380 G7|16|64|Equities|Windows 2008 R2|2011-07-09|Good|2012-08-22|2013-10-20
SRVU0000041742|London|HP Proliant DL380 G8|8|32|Retail|RHEL 6|2012-08-08|Good|2013-03-08|2013-10-20
SRVW0000041834|London|HP Proliant DL380 G6|8|24|FX|Windows 2003 R2|2012-10-15|Good|2013-04-11|2013-10-20
SRVW0000041835|New York|VMware Virtual|2|16|Retail|Windows 2008 R2|2012-06-15|Good|2013-02-09|2013-10-20
SRVW0000041858|London|HP Proliant DL380 G8|8|32|Wealth|Windows 2008 R2|2013-07-05|Good|2013-08-20|2013-10-20
SRVW0000041865|New York|HP Proliant DL380 G7|16|64|FX|Windows 2003 R2|2013-01-21|Good|2013-05-30|2013-10-20
SRVU0000041939|London|HP Proliant DL380 G6|8|24|FX|RHEL 5|2012-02-23|Good|2012-12-14|2013-10-20
SRVU0000041952|Singapore|HP Proliant DL380 G7|16|64|Retail|RHEL 6|2012-04-17|Good|2013-01-10|2013-10-20
SRVW0000042034|London|VMware Virtual|2|16|Retail|Windows 2008 R2|2013-02-24|Good|2013-06-16|2013-10-20
SRVU0000042069|London|HP Proliant DL380 G7|16|64|Retail|RHEL 6|2013-01-27|Good|2013-06-02|2013-10-20
SRVW0000042083|London|VMware Virtual|2|16|FX|Windows 2003 R2|2012-11-15|Good|2013-04-26|2013-10-20
SRVU0000042181|Tokyo|HP Proliant DL380 G5|8|16|Equities|RHEL 6|2012-12-04|Good|2013-05-06|2013-10-20
SRVW0000042249|New York|HP Proliant DL380 G8|8|32|Retail|Windows 2008 R2|2012-02-16|Good|2012-12-11|2013-10-20
SRVW0000042273|London|HP Proliant DL380 G7|16|64|Equities|Windows 2008 R2|2011-04-22|Good|2012-07-14|2013-10-20
SRVU0000042337|New York|VMware Virtual|2|16|Retail|RHEL 6|2012-06-20|Good|2013-02-11|2013-10-20
SRVU0000042418|London|HP Proliant DL380 G7|16|144|Retail|RHEL 6|2012-01-19|Good|2012-11-27|2013-10-20
SRVU0000042493|London|VMware Virtual|2|16|Wealth|RHEL 5|2013-01-04|Good|2013-05-21|2013-10-20
SRVW0000042494|Singapore|VMware Virtual|2|16|FX|Windows 2003 R2|2011-01-27|Good|2012-06-01|2013-10-20
SRVW0000042528|London|VMware Virtual|2|16|Commodities|Windows 2003 R2|2010-12-17|Good|2012-05-12|2013-10-20
SRVW0000042594|London|HP Proliant DL380 G5|8|32|Retail|Windows 2008 R2|2012-04-13|Good|2013-01-08|2013-10-20
SRVW0000042613|London|VMware Virtual|2|16|Retail|Windows 2008 R2|2012-03-05|Good|2012-12-20|2013-10-20
SRVU0000042654|London|VMware Virtual|2|16|Retail|RHEL 6|2012-08-04|Good|2013-03-06|2013-10-20
SRVU0000042672|London|VMware Virtual|2|16|Retail|RHEL 6|2011-08-05|Good|2012-09-04|2013-10-20
SRVU0000042707|London|VMware Virtual|2|16|Equities|RHEL 6|2013-05-24|Good|2013-07-30|2013-10-20
SRVW0000042722|London|HP Proliant DL380 G8|8|32|Retail|Windows 2008 R2|2011-10-10|Good|2012-10-07|2013-10-20
SRVW0000042787|London|VMware Virtual|2|16|Retail|Windows 2008 R2|2012-03-13|Good|2012-12-24|2013-10-20
SRVW0000042851|London|HP Proliant DL380 G6|8|24|FX|Windows 2003 R2|2013-02-14|Good|2013-06-11|2013-10-20
SRVU0000042888|Singapore|HP Proliant DL380 G5|4|16|Retail|RHEL 6|2011-06-10|Good|2012-08-07|2013-10-20
SRVU0000042940|London|HP Proliant DL380 G7|16|72|Retail|RHEL 6|2013-01-28|Good|2013-06-02|2013-10-20
SRVW0000042996|London|VMware Virtual|2|16|Equities|Windows 2008 R2|2012-02-22|Good|2012-12-14|2013-10-20
SRVW0000043083|New York|VMware Virtual|2|16|FX|Windows 2008 R2|2013-06-10|Good|2013-08-08|2013-10-20
SRVW0000043107|New York|HP Proliant DL380 G5|4|8|Commodities|Windows 2003 R2|2012-01-22|Good|2012-11-28|2013-10-20
SRVW0000043114|London|HP Proliant DL380 G5|8|16|Retail|Windows 2008 R2|2012-08-08|Good|2013-03-08|2013-10-20
SRVW0000043182|London|HP Proliant DL380 G8|8|64|Corporate|Windows 2008 R2|2013-01-15|Good|2013-05-27|2013-10-20
SRVW0000043228|Tokyo|HP Proliant DL380 G7|16|64|Wealth|Windows 2003 R2|2013-05-08|Good|2013-07-22|2013-10-20
SRVU0000043307|Singapore|VMware Virtual|2|16|Retail|RHEL 6|2013-08-19|Good|2013-09-12|2013-10-20
SRVW0000043367|London|VMware Virtual|2|16|Corporate|Windows 2003 R2|2010-12-17|Good|2012-05-12|2013-10-20
SRVU0000043384|New York|VMware Virtual|2|16|Equities|RHEL 6|2011-01-26|Good|2012-06-01|2013-10-20
SRVW0000043439|London|VMware Virtual|2|16|FX|Windows 2003 R2|2012-12-21|Good|2013-05-14|2013-10-20
SRVW0000043501|New York|HP Proliant DL380 G8|8|32|Equities|Windows 2008 R2|2011-03-03|Good|2012-06-19|2013-10-20
SRVW0000043529|London|VMware Virtual|2|16|Wealth|Windows 2003 R2|2013-06-23|Good|2013-08-14|2013-10-20
SRVW0000043595|New York|VMware Virtual|2|16|Equities|Windows 2008 R2|2011-07-22|Good|2012-08-28|2013-10-20
SRVU0000043672|Singapore|VMware Virtual|2|16|Equities|RHEL 6|2011-08-22|Good|2012-09-13|2013-10-20
SRVW0000043681|Singapore|HP Proliant DL380 G5|8|16|Commodities|Windows 2003 R2|2011-01-11|Good|2012-05-24|2013-10-20
SRVU0000043768|London|VMware Virtual|2|16|FX|RHEL 5|2011-11-15|Good|2012-10-25|2013-10-20
SRVU0000043785|New York|VMware Virtual|2|16|Retail|RHEL 6|2013-07-12|Good|2013-08-24|2013-10-20
SRVW0000043830|London|VMware Virtual|2|16|Retail|Windows 2008 R2|2013-04-02|Good|2013-07-04|2013-10-20
SRVU0000043842|London|HP Proliant DL380 G8|8|32|Equities|RHEL 6|2011-10-16|Good|2012-10-10|2013-10-20
SRVW0000043894|New York|HP Proliant DL380 G7|16|64|FX|Windows 2003 R2|2013-06-23|Good|2013-08-14|2013-10-20
SRVW0000043983|Singapore|VMware Virtual|2|16|Equities|Windows 2008 R2|2011-06-12|Good|2012-08-08|2013-10-20
SRVU0000044035|London|VMware Virtual|2|16|Equities|RHEL 6|2012-11-14|Good|2013-04-26|2013-10-20
SRVW0000044046|London|VMware Virtual|2|16|Equities|Windows 2008 R2|2013-01-05|Good|2013-05-22|2013-10-20
SRVW0000044082|New York|VMware Virtual|2|16|FX|Windows 2003 R2|2011-02-03|Good|2012-06-05|2013-10-20
SRVU0000044171|New York|VMware Virtual|2|16|Equities|RHEL 6|2012-11-08|Good|2013-04-23|2013-10-20
SRVW0000044234|Singapore|VMware Virtual|2|16|FX|Windows 2003 R2|2011-01-11|Good|2012-05-24|2013-10-20
SRVU0000044254|London|VMware Virtual|2|16|Commodities|RHEL 6|2011-02-01|Good|2012-06-04|2013-10-20
SRVU0000044263|London|HP Proliant DL380 G8|8|32|Retail|RHEL 6|2012-06-24|Good|2013-02-13|2013-10-20
SRVW0000044303|London|VMware Virtual|2|16|Wealth|Windows 2008 R2|2013-01-09|Good|2013-05-24|2013-10-20
SRVW0000044346|London|VMware Virtual|2|16|Retail|Windows 2008 R2|2013-06-27|Good|2013-08-16|2013-10-20
SRVW0000044431|London|HP Proliant DL380 G5|4|8|Equities|Windows 2008 R2|2011-10-06|Good|2012-10-05|2013-10-20
SRVU0000044492|London|VMware Virtual|2|16|Retail|RHEL 6|2011-04-26|Good|2012-07-16|2013-10-20
SRVW0000044520|London|HP Proliant DL380 G6|8|24|Corporate|Windows 2003 R2|2012-10-16|Good|2013-04-11|2013-10-20
SRVW0000044536|London|VMware Virtual|2|16|Equities|Windows 2008 R2|2011-09-03|Good|2012-09-19|2013-10-20
SRVW0000044581|Tokyo|HP Proliant DL380 G7|16|64|Equities|Windows 2008 R2|2011-01-21|Good|2012-05-29|2013-10-20
SRVW0000044597|London|VMware Virtual|2|16|Equities|Windows 2003 R2|2013-02-23|Good|2013-06-15|2013-10-20
SRVW0000044610|New York|HP Proliant DL380 G7|16|144|Corporate|Windows 2008 R2|2012-02-06|Good|2012-12-06|2013-10-20
SRVU0000044636|London|HP Proliant DL380 G8|8|32|Retail|RHEL 6|2012-07-21|Good|2013-02-27|2013-10-20
SRVW0000044668|London|HP Proliant DL380 G7|16|144|FX|Windows 2008 R2|2011-07-04|Good|2012-08-19|2013-10-20
SRVW0000044686|New York|VMware Virtual|2|16|Corporate|Windows 2003 R2|2013-06-29|Good|2013-08-17|2013-10-20
SRVW0000044719|New York|VMware Virtual|2|16|Corporate|Windows 2003 R2|2012-07-01|Good|2013-02-17|2013-10-20
SRVU0000044796|London|VMware Virtual|2|16|Retail|RHEL 6|2012-02-17|Good|2012-12-11|2013-10-20
SRVU0000044822|London|VMware Virtual|2|16|Equities|RHEL 6|2011-09-27|Good|2012-10-01|2013-10-20
SRVW0000044917|New York|HP Proliant DL380 G5|4|16|Equities|Windows 2008 R2|2012-11-17|Good|2013-04-27|2013-10-20
SRVU0000045004|Tokyo|HP Proliant DL380 G5|8|32|Equities|RHEL 6|2012-06-04|Good|2013-02-03|2013-10-20
SRVU0000045137|New York|HP Proliant DL380 G7|16|64|Equities|RHEL 6|2013-04-06|Good|2013-07-06|2013-10-20
SRVU0000045328|London|VMware Virtual|2|16|Retail|RHEL 6|2011-01-04|Good|2012-05-21|2013-10-20
SRVU0000045364|London|VMware Virtual|2|16|Equities|RHEL 5|2012-02-10|Good|2012-12-08|2013-10-20
SRVU0000045410|London|VMware Virtual|2|16|Retail|RHEL 6|2012-05-01|Good|2013-01-17|2013-10-20
SRVU0000045556|London|VMware Virtual|2|16|Equities|RHEL 6|2013-07-24|Good|2013-08-30|2013-10-20
SRVU0000045688|London|VMware Virtual|2|16|Equities|RHEL 6|2011-07-24|Good|2012-08-29|2013-10-20
SRVU0000045828|London|VMware Virtual|2|16|Retail|RHEL 6|2013-08-01|Good|2013-09-03|2013-10-20
SRVW0000046037|London|VMware Virtual|2|16|Commodities|Windows 2003 R2|2013-04-24|Good|2013-07-15|2013-10-20
SRVW0000046121|London|HP Proliant DL380 G5|4|8|Commodities|Windows 2008 R2|2011-01-17|Good|2012-05-27|2013-10-20
SRVU0000046214|London|HP Proliant DL380 G7|16|64|FX|RHEL 6|2013-01-04|Good|2013-05-21|2013-10-20
SRVU0000046218|Tokyo|VMware Virtual|2|16|Equities|RHEL 6|2013-02-28|Good|2013-06-18|2013-10-20
SRVU0000046277|New York|HP Proliant DL380 G5|4|8|Retail|RHEL 6|2013-02-14|Good|2013-06-11|2013-10-20
